Time	yH	yL	xP	xS	SZA	Ghc	t2m	sp	hcc	lcc	mcc	asn	rsn	sd	tcsw	fal	tco3	tcwv	W	rh
13120	2025-02-22 01:00:00	341.55	384.27	195.15	309.95	70.7	353.08	-18.65	1014.55	0	0	0	0.55	0.16	0.03	0	0.409836	413.96	1.91	2.73	70.03
13121	2025-02-22 01:15:00	379.81	420.87	225.88	330.6	68.87	391.13	-17.43	1014.46	0	0	0	0.55	0.16	0.03	0	0.409802	415.4	1.93	2.74	66.01
13122	2025-02-22 01:30:00	414.84	451.8	260.73	352.35	67.14	426.72	-16.21	1014.38	0	0	0	0.55	0.16	0.03	0	0.409768	416.85	1.96	2.75	61.99
13123	2025-02-22 01:45:00	446.42	478.8	293.36	396.2	65.53	459.62	-14.99	1014.29	0	0	0	0.55	0.16	0.03	0	0.409733	418.29	1.98	2.76	57.98
13124	2025-02-22 02:00:00	476.64	503.93	324.35	340.45	64.05	489.61	-13.78	1014.21	0	0	0	0.55	0.16	0.03	0	0.409699	419.73	2.01	2.77	53.96
13125	2025-02-22 02:15:00	503.41	528.2	355.46	290.4	62.71	516.53	-13.72	1014.19	0	0	0	0.54	0.16	0.03	0	0.409665	420.96	2.04	2.75	53.94
13126	2025-02-22 02:30:00	527.84	552.87	383.38	318.95	61.51	540.21	-13.67	1014.17	0	0	0	0.54	0.16	0.03	0	0.40963	422.19	2.08	2.74	53.93
13127	2025-02-22 02:45:00	549.11	574.33	407.9	415.75	60.48	560.54	-13.61	1014.15	0	0	0	0.54	0.16	0.03	0	0.409596	423.42	2.12	2.72	53.91
13128	2025-02-22 03:00:00	563.66	590.13	428.82	444.45	59.61	577.41	-13.56	1014.13	0	0	0	0.54	0.16	0.03	0	0.409562	424.66	2.16	2.7	53.89
13129	2025-02-22 03:15:00	575.71	604.07	446.25	419.5	58.91	590.65	-13.5	1013.99	0	0	0	0.54	0.16	0.03	0	0.409524	425.44	2.2	2.68	53.96
13130	2025-02-22 03:30:00	585.46	613.6	459.65	383	58.4	600.19	-13.43	1013.85	0	0	0	0.54	0.16	0.03	0	0.409486	426.22	2.24	2.66	54.04
13131	2025-02-22 03:45:00	592.05	620.87	468.88	346.05	58.07	606.07	-13.37	1013.71	0	0	0	0.54	0.16	0.03	0	0.409447	427.01	2.28	2.65	54.11
13132	2025-02-22 04:00:00	595.51	623.8	473.86	376.65	57.93	608.25	-13.31	1013.57	0	0	0	0.54	0.16	0.03	0	0.409409	427.79	2.32	2.63	54.18
13133	2025-02-22 04:15:00	595.19	622.4	474.53	426.05	57.98	606.72	-12.56	1013.41	0	0	0	0.54	0.16	0.03	0	0.409375	428.2	2.34	2.66	53.15
13134	2025-02-22 04:30:00	590.67	616.87	468.14	403.4	58.23	601.5	-11.81	1013.25	0	0	0	0.54	0.16	0.03	0	0.409341	428.61	2.37	2.7	52.13
13135	2025-02-22 04:45:00	581.92	607.27	460.08	350.95	58.66	592.62	-11.06	1013.09	0	0	0	0.54	0.16	0.03	0	0.409306	429.03	2.4	2.73	51.11
13136	2025-02-22 05:00:00	569.35	592.73	447.76	330	59.27	580.13	-10.31	1012.93	0	0	0	0.54	0.16	0.03	0	0.409272	429.44	2.43	2.77	50.08
13137	2025-02-22 05:15:00	553	574.4	431.29	336.75	60.07	564.09	-10.27	1012.82	0	0	0	0.54	0.16	0.03	0	0.409238	429.55	2.44	2.83	50.16
13138	2025-02-22 05:30:00	532.54	551.27	411.18	361.5	61.03	544.6	-10.23	1012.71	0	0	0	0.54	0.16	0.03	0	0.409203	429.66	2.46	2.9	50.24
13139	2025-02-22 05:45:00	510.75	526.33	387.52	301	62.16	521.75	-10.19	1012.6	0	0	0	0.54	0.16	0.03	0	0.409169	429.77	2.47	2.97	50.32
13140	2025-02-22 06:00:00	484.94	496.93	360.35	371.75	63.44	495.68	-10.15	1012.48	0	0	0	0.54	0.16	0.03	0	0.409135	429.88	2.49	3.04	50.4
13141	2025-02-22 06:15:00	455.46	463.87	181.81	251.95	64.86	466.7	-10.1	1012.47	0	0	0	0.54	0.16	0.03	0	0.409096	429.88	2.5	3.08	50.26
13142	2025-02-22 06:30:00	424.01	428	293.49	254.3	66.41	434.97	-10.05	1012.45	0	0	0	0.54	0.16	0.03	0	0.409058	429.88	2.5	3.13	50.11
13143	2025-02-22 06:45:00	388.96	389.2	261.27	308.85	68.08	400.52	-10.01	1012.43	0	0	0	0.54	0.16	0.03	0	0.40902	429.88	2.51	3.18	49.97
13144	2025-02-22 07:00:00	352.31	347.8	226.73	267.8	69.87	363.6	-9.96	1012.42	0	0	0	0.54	0.16	0.03	0	0.408982	429.88	2.52	3.23	49.82
13145	2025-02-22 07:15:00	313.85	305.13	194.29	185.75	71.76	324.46	-10.17	1012.35	0	0	0	0.54	0.16	0.03	0	0.408948	429.55	2.53	3.16	50.2
13146	2025-02-22 07:30:00	273.01	261.87	164.36	201.35	73.74	283.43	-10.39	1012.28	0	0	0	0.54	0.16	0.03	0	0.408913	429.21	2.53	3.1	50.58
13147	2025-02-22 07:45:00	230.69	215.4	133.09	231.35	75.81	240.88	-10.6	1012.22	0	0	0	0.54	0.16	0.03	0	0.408879	428.88	2.54	3.03	50.96
13148	2025-02-22 08:00:00	187.53	169.87	107.14	202.2	77.95	197.25	-10.81	1012.15	0	0	0	0.54	0.16	0.03	0	0.408845	428.55	2.54	2.96	51.33
13149	2025-02-22 08:15:00	145.29	122.6	80.6	167.4	80.16	153.13	-11.68	1011.94	0	0	0	0.54	0.16	0.03	0	0.408469	422.37	2.54	2.97	54.36
13150	2025-02-22 08:30:00	103.79	81.6	57.31	139.5	82.43	109.38	-12.55	1011.73	0	0	0	0.54	0.16	0.03	0	0.408094	416.2	2.54	2.99	57.38
13151	2025-02-22 08:45:00	71.63	34.67	38.1	93.15	84.28	75.5	-13.41	1011.52	0	0	0	0.54	0.16	0.03	0	0.407718	410.02	2.54	3	60.41
13152	2025-02-22 23:30:00	93.36	82	34.05	74.9	83.16	92.34	-14.28	1011.31	0	0	0	0.54	0.16	0.03	0	0.407343	403.85	2.54	3.02	63.43
13153	2025-02-22 23:45:00	134.24	123.73	55.87	92.1	80.87	134.87	-15.15	1011.1	0	0	0	0.54	0.16	0.03	0	0.406967	397.68	2.55	3.03	66.45
13154	2025-02-23 00:00:00	175.84	167.13	83.96	134.95	78.62	178.37	-16.02	1010.89	0	0	0	0.54	0.16	0.03	0	0.406592	391.5	2.55	3.04	69.48
13155	2025-02-23 00:15:00	217.39	211.2	111.36	197.9	76.44	221.66	-15.85	1010.63	0	0	0	0.54	0.16	0.03	0	0.406558	391.64	2.56	2.94	69.3
13156	2025-02-23 00:30:00	259.9	256.4	137.92	225.35	74.34	264	-15.68	1010.36	0	0	0	0.54	0.16	0.03	0	0.406523	391.77	2.57	2.84	69.12
13157	2025-02-23 00:45:00	300.79	301.73	169.38	260.4	72.31	304.97	-15.51	1010.1	0	0	0	0.54	0.16	0.03	0	0.406489	391.9	2.59	2.73	68.94
13158	2025-02-23 01:00:00	340.31	344.4	200.3	296.9	70.37	344.17	-15.35	1009.83	0	0	0	0.54	0.16	0.03	0	0.406455	392.04	2.6	2.63	68.76
13159	2025-02-23 01:15:00	376.85	384.47	232.45	240.5	68.53	381.27	-13.99	1009.76	0	0	0	0.54	0.16	0.03	0	0.406436	393.37	2.63	2.65	65.08
13160	2025-02-23 01:30:00	411.41	422.27	267.4	281	66.8	415.97	-12.63	1009.68	0	0	0	0.54	0.16	0.03	0	0.406416	394.7	2.65	2.66	61.39
13161	2025-02-23 01:45:00	444.71	458.53	300.12	342.5	65.19	448.04	-11.27	1009.61	0	0	0	0.54	0.16	0.03	0	0.406397	396.03	2.68	2.67	57.71
13162	2025-02-23 02:00:00	474.3	490.93	332.08	314.65	63.7	477.26	-9.91	1009.53	0	0	0	0.54	0.16	0.03	0	0.406378	397.36	2.71	2.69	54.03
13163	2025-02-23 02:15:00	500	518.6	363.29	410.2	62.35	503.45	-9.91	1009.39	0	0	0	0.54	0.16	0.03	0	0.406363	398.46	2.73	2.63	54.2
13164	2025-02-23 02:30:00	523.83	545.53	391.31	421.1	61.16	526.46	-9.91	1009.24	0	0	0	0.54	0.16	0.03	0	0.406348	399.56	2.76	2.57	54.37
13165	2025-02-23 02:45:00	544.55	568.93	415.9	446.35	60.12	546.15	-9.92	1009.1	0	0	0	0.54	0.16	0.03	0	0.406333	400.66	2.79	2.51	54.54
13166	2025-02-23 03:00:00	560.72	585.73	437.04	332.25	59.24	562.55	-9.92	1008.95	0	0	0	0.54	0.16	0.03	0	0.406317	401.77	2.82	2.45	54.71
13167	2025-02-23 03:15:00	573.55	599.33	454.52	324.95	58.54	575.7	-9.92	1008.72	0	0	0	0.54	0.16	0.03	0	0.406298	401.82	2.85	2.48	55.03
13168	2025-02-23 03:30:00	582.58	608.53	467.94	330.35	58.03	585.38	-9.91	1008.5	0	0	0	0.54	0.16	0.03	0	0.406279	401.88	2.87	2.5	55.35
13169	2025-02-23 03:45:00	588.52	615.13	477.19	313.65	57.7	591.44	-9.91	1008.28	0	0	0	0.54	0.16	0.03	0	0.40626	401.94	2.89	2.52	55.67
13170	2025-02-23 04:00:00	590.43	617.2	482.15	326.4	57.56	593.84	-9.91	1008.05	0	0	0	0.54	0.16	0.03	0	0.406241	402	2.92	2.55	55.99
13171	2025-02-23 04:15:00	589.07	616.4	482.78	366.6	57.62	592.57	-9.13	1007.79	0	0	0	0.54	0.16	0.03	0	0.406222	401.06	2.94	2.65	55.34
13172	2025-02-23 04:30:00	583.68	610.2	476.48	405.55	57.87	587.64	-8.35	1007.52	0	0	0	0.54	0.16	0.03	0	0.406203	400.13	2.96	2.76	54.69
13173	2025-02-23 04:45:00	573.63	598.67	468.34	408.3	58.3	579.07	-7.57	1007.25	0	0	0	0.54	0.16	0.03	0	0.406184	399.19	2.98	2.86	54.04
13174	2025-02-23 05:00:00	560.18	584.73	455.91	447.7	58.92	566.91	-6.79	1006.99	0	0	0	0.54	0.16	0.03	0	0.406165	398.25	3.01	2.97	53.39
13175	2025-02-23 05:15:00	545.76	567.73	439.33	370.6	59.72	551.23	-6.84	1006.86	0	0	0	0.54	0.16	0.03	0	0.406146	397.13	3.03	3.08	53.99
13176	2025-02-23 05:30:00	527.87	547.73	418.89	314	60.69	532.11	-6.88	1006.73	0	0	0	0.54	0.16	0.03	0	0.406127	396	3.05	3.19	54.6
13177	2025-02-23 05:45:00	506.12	523	395.09	318.1	61.82	509.66	-6.93	1006.6	0	0	0	0.54	0.16	0.03	0	0.406107	394.87	3.08	3.3	55.2
13178	2025-02-23 06:00:00	479.92	493.4	367.78	364.1	63.11	484.01	-6.98	1006.47	0	0	0	0.54	0.16	0.03	0	0.406088	393.74	3.1	3.41	55.8
13179	2025-02-23 06:15:00	452.24	462.53	184.12	262.6	64.53	455.36	-7.01	1006.33	0	0	0	0.54	0.16	0.03	0	0.406066	393.05	3.11	3.46	56.26
13180	2025-02-23 06:30:00	422.59	428.87	173.92	258.95	66.09	423.91	-7.04	1006.2	0	0	0	0.54	0.16	0.03	0	0.406043	392.35	3.13	3.51	56.73
13181	2025-02-23 06:45:00	387.85	389.07	267.44	223.95	67.78	389.79	-7.07	1006.07	0	0	0	0.54	0.16	0.03	0	0.40602	391.65	3.14	3.57	57.19
13182	2025-02-23 07:00:00	351.63	347.93	232.77	206.8	69.57	353.26	-7.1	1005.93	0	0	0	0.54	0.16	0.03	0	0.405997	390.96	3.15	3.62	57.66
13183	2025-02-23 07:15:00	312.52	304.2	198.87	185.5	71.47	314.6	-7.32	1005.78	0	0	0	0.54	0.16	0.03	0	0.405982	390.57	3.16	3.57	58.95
13184	2025-02-23 07:30:00	271.6	259.13	168.84	209.65	73.45	274.15	-7.54	1005.64	0	0	0	0.54	0.16	0.03	0	0.405966	390.18	3.16	3.52	60.25
13185	2025-02-23 07:45:00	231.04	215.13	137.47	223.75	75.53	232.34	-7.77	1005.49	0	0	0	0.54	0.16	0.03	0	0.405951	389.79	3.17	3.47	61.55
13186	2025-02-23 08:00:00	186.81	168.53	110.53	193.55	77.67	189.66	-7.99	1005.35	0	0	0	0.54	0.16	0.03	0	0.405936	389.4	3.17	3.42	62.85
13187	2025-02-23 08:15:00	144.85	124.07	83.92	159.15	79.89	146.81	-9.01	1004.39	0.04	0	0	0.54	0.16	0.03	0	0.405758	392.55	3.09	3.24	63.01
13188	2025-02-23 08:30:00	104.45	81.87	59.83	126.7	82.16	104.76	-10.04	1003.44	0.07	0	0	0.54	0.16	0.03	0	0.405581	395.7	3	3.07	63.18
13189	2025-02-23 08:45:00	71.06	40.53	38.17	75.7	84.17	70.03	-11.07	1002.48	0.11	0	0	0.54	0.16	0.03	0	0.405403	398.84	2.92	2.89	63.34
13190	2025-02-23 23:30:00	173.32	162.27	25.33	3.75	82.86	89.28	-12.1	1001.53	0.15	0	0	0.53	0.16	0.03	0	0.405225	401.99	2.83	2.72	63.51
13191	2025-02-23 23:45:00	174.45	181.07	40.12	5.8	80.55	129.54	-13.12	1000.57	0.18	0	0	0.53	0.16	0.03	0	0.405048	405.14	2.75	2.54	63.68
13192	2025-02-24 00:00:00	182.9	169.93	68.45	40.6	78.31	171.11	-14.15	999.62	0.22	0	0	0.53	0.16	0.03	0	0.40487	408.29	2.66	2.37	63.84
13193	2025-02-24 00:15:00	257.21	253.67	59.68	9.95	76.12	212.6	-13.93	999.55	0.3	0	0	0.53	0.16	0.03	0	0.40485	408.26	2.76	2.14	63.18
13194	2025-02-24 00:30:00	262.22	263.8	71.36	51.25	74.29	247.82	-13.71	999.48	0.39	0	0	0.53	0.16	0.03	0	0.404829	408.23	2.86	1.92	62.53
13195	2025-02-24 01:00:00	299.11	304.6	84.96	16.05	70.04	330.14	-13.48	999.4	0.48	0	0	0.53	0.16	0.03	0	0.404809	408.19	2.97	1.69	61.87
13196	2025-02-24 01:15:00	252.91	255.13	98.95	28.05	68.13	367.5	-11.94	999.3	0.56	0	0.04	0.53	0.16	0.03	0	0.40479	408.57	3.05	1.63	58.63
13197	2025-02-24 01:30:00	260.87	250.93	116.27	112.85	66.46	400.29	-10.4	999.19	0.64	0	0.07	0.53	0.16	0.03	0	0.404771	408.94	3.13	1.56	55.39
13198	2025-02-24 01:45:00	338.77	329.33	137.22	225.45	64.84	431.69	-8.87	999.08	0.72	0	0.11	0.53	0.16	0.03	0	0.404752	409.32	3.21	1.49	52.15
13199	2025-02-24 02:00:00	351.47	350.13	147.54	227.65	63.35	460.31	-7.33	998.97	0.81	0	0.15	0.53	0.16	0.03	0	0.404733	409.69	3.29	1.43	48.91
13200	2025-02-24 02:15:00	357.36	348.27	175.4	331.75	62	485.94	-6.89	998.77	0.84	0	0.27	0.53	0.16	0.03	0	0.404713	410.24	3.36	1.42	49.16
13201	2025-02-24 02:30:00	448.82	444.27	184.98	360.55	60.79	508.42	-6.46	998.57	0.87	0	0.39	0.53	0.16	0.03	0	0.404694	410.8	3.43	1.42	49.4
13202	2025-02-24 02:45:00	462.44	464.67	209.63	430.3	59.75	527.61	-6.02	998.36	0.9	0	0.51	0.53	0.16	0.03	0	0.404675	411.35	3.5	1.42	49.64
13203	2025-02-24 03:00:00	492.92	505.2	210.39	339.3	58.87	543.38	-5.58	998.16	0.93	0	0.63	0.53	0.16	0.03	0	0.404656	411.9	3.57	1.41	49.89
13204	2025-02-24 03:15:00	474.59	480.07	226.02	334.15	58.17	556.09	-5.45	997.97	0.92	0	0.66	0.53	0.16	0.03	0	0.404633	412.56	3.62	1.38	49.71
13205	2025-02-24 03:30:00	500.34	508.67	239.84	359.25	57.66	565.67	-5.32	997.78	0.91	0	0.69	0.53	0.16	0.03	0	0.40461	413.22	3.67	1.36	49.53
13206	2025-02-24 03:45:00	588.35	595.73	485.55	361.4	57.33	571.61	-5.18	997.59	0.9	0	0.72	0.53	0.16	0.03	0	0.404588	413.88	3.73	1.33	49.36
13207	2025-02-24 04:00:00	503.6	525.47	233.83	409.3	57.19	573.87	-5.05	997.4	0.89	0	0.75	0.53	0.16	0.03	0	0.404565	414.54	3.78	1.3	49.18
13208	2025-02-24 04:15:00	488.92	497.87	235.91	360.75	57.25	572.45	-4.39	997.11	0.88	0	0.67	0.53	0.16	0.03	0	0.404546	415.1	3.82	1.29	48.21
13209	2025-02-24 04:30:00	471.31	485.13	238.8	378.6	57.5	567.35	-3.73	996.83	0.86	0	0.6	0.53	0.16	0.03	0	0.404527	415.67	3.85	1.27	47.24
13210	2025-02-24 04:45:00	486.27	476.33	242.26	387.45	57.94	558.6	-3.07	996.55	0.85	0	0.52	0.53	0.16	0.03	0	0.404507	416.23	3.89	1.25	46.27
13211	2025-02-24 05:00:00	532.14	540.53	237.1	370.35	58.57	546.26	-2.41	996.27	0.83	0	0.45	0.53	0.16	0.03	0	0.404488	416.8	3.93	1.23	45.3
13212	2025-02-24 05:15:00	436.05	439.47	228.64	360.75	59.37	530.4	-2.45	996.12	0.83	0	0.38	0.53	0.16	0.03	0	0.404469	417.36	3.94	1.33	45.54
13213	2025-02-24 05:30:00	431.68	424.8	222.89	369.85	60.35	511.11	-2.49	995.97	0.82	0	0.31	0.53	0.16	0.03	0	0.40445	417.92	3.95	1.42	45.79
13214	2025-02-24 05:45:00	416.39	412.07	206.09	310.45	61.49	488.52	-2.53	995.82	0.82	0	0.23	0.53	0.16	0.03	0	0.404431	418.48	3.95	1.52	46.03
13215	2025-02-24 06:00:00	397.85	407.87	197.09	269.05	62.78	462.77	-2.56	995.66	0.82	0	0.16	0.53	0.16	0.03	0	0.404412	419.04	3.96	1.61	46.28
13216	2025-02-24 06:15:00	378.37	371.87	179.6	223.65	64.21	434.13	-2.63	995.64	0.82	0	0.13	0.53	0.16	0.03	0	0.404393	420.04	3.95	1.72	46.91
13217	2025-02-24 06:30:00	415.02	407	159.68	174.75	65.78	402.82	-2.69	995.62	0.82	0	0.1	0.53	0.16	0.03	0	0.404374	421.04	3.93	1.84	47.54
13218	2025-02-24 06:45:00	415.68	414.27	149.07	172.7	67.47	368.96	-2.75	995.6	0.82	0	0.06	0.53	0.16	0.03	0	0.404355	422.03	3.91	1.95	48.17
13219	2025-02-24 07:00:00	322.56	321.33	148.21	208.45	69.27	332.84	-2.81	995.58	0.82	0	0.03	0.53	0.16	0.03	0	0.404336	423.03	3.9	2.06	48.79
13220	2025-02-24 07:15:00	300.76	286.8	130.52	202.4	71.17	294.81	-3.18	995.44	0.81	0	0.03	0.53	0.16	0.03	0	0.404317	423.95	3.88	2.07	51.02
13221	2025-02-24 07:30:00	249.22	236.8	115.97	237.4	73.17	255.28	-3.55	995.31	0.8	0	0.02	0.53	0.16	0.03	0	0.404298	424.87	3.87	2.07	53.24
13222	2025-02-24 07:45:00	236.28	223.87	93.66	181.3	75.24	214.76	-3.92	995.17	0.78	0	0.02	0.53	0.16	0.03	0	0.404279	425.79	3.85	2.07	55.46
13223	2025-02-24 08:00:00	156.46	149.27	98.15	155.85	77.4	173.89	-4.29	995.03	0.77	0	0.01	0.53	0.16	0.03	0	0.40426	426.71	3.84	2.08	57.68
13224	2025-02-24 08:15:00	99.9	82.53	74.98	193.4	79.62	133.51	-5.01	993.92	0.66	0.13	0.15	0.53	0.16	0.03	0.02	0.404662	431.04	3.95	2.42	61.2
13225	2025-02-24 23:15:00	26.75	17.47	21.41	11.5	84.34	48.25	-7.14	990.57	0.33	0.54	0.57	0.54	0.16	0.03	0.07	0.40587	444.02	4.27	3.45	71.75
13226	2025-02-24 23:30:00	31.33	25.67	39.85	60.4	82.54	70.95	-7.86	989.45	0.22	0.67	0.71	0.54	0.16	0.03	0.09	0.406273	448.35	4.38	3.79	75.26
13227	2025-02-24 23:45:00	47.33	43.13	42.12	38.85	80.24	103.49	-8.57	988.33	0.11	0.81	0.85	0.54	0.16	0.03	0.1	0.406675	452.68	4.48	4.13	78.78
13228	2025-02-25 00:00:00	51.27	45.6	71.8	74	77.99	138.46	-9.28	987.21	0	0.94	0.99	0.54	0.16	0.03	0.12	0.407078	457.01	4.59	4.48	82.3
13229	2025-02-25 00:15:00	56.73	53.33	77.62	67.75	75.8	175.48	-8.74	987.13	0	0.92	0.99	0.54	0.16	0.03	0.11	0.407726	457.85	4.51	4.7	81.8
13230	2025-02-25 00:30:00	86.07	75.4	75.14	52.8	73.68	214.02	-8.2	987.05	0	0.9	1	0.54	0.16	0.03	0.11	0.408375	458.69	4.43	4.92	81.31
13231	2025-02-25 00:45:00	140.41	130.07	92.04	130.7	71.65	252.77	-7.66	986.97	0	0.88	1	0.54	0.16	0.03	0.1	0.409023	459.53	4.35	5.15	80.82
13232	2025-02-25 01:00:00	202.11	196.47	98.99	102.6	69.7	291.04	-7.12	986.89	0	0.87	1	0.55	0.16	0.03	0.09	0.409672	460.36	4.27	5.37	80.33
13233	2025-02-25 01:15:00	218.14	219.67	117.35	132.6	67.85	328.22	-6.49	986.96	0	0.79	0.97	0.55	0.16	0.03	0.08	0.409954	460.97	4.19	5.77	76.62
13234	2025-02-25 01:30:00	278.67	264.07	280.92	198.25	66.11	363.96	-5.86	987.03	0	0.72	0.94	0.55	0.16	0.03	0.06	0.410237	461.57	4.1	6.18	72.92
13235	2025-02-25 01:45:00	389.18	385.6	313.83	172.7	64.49	398	-5.23	987.1	0	0.65	0.91	0.55	0.16	0.03	0.04	0.410519	462.17	4.01	6.58	69.22
13236	2025-02-25 02:00:00	440.97	438.13	147.07	190.9	62.99	429.62	-4.6	987.18	0	0.58	0.88	0.55	0.16	0.03	0.03	0.410801	462.77	3.93	6.98	65.52
13237	2025-02-25 02:15:00	488.12	498.33	154.48	216.55	61.63	458.52	-4.68	987.26	0	0.5	0.8	0.55	0.16	0.03	0.02	0.410813	461.94	3.85	7.19	64.9
13238	2025-02-25 02:30:00	489.41	502.8	178.37	313.2	60.43	484.45	-4.75	987.34	0	0.43	0.72	0.55	0.16	0.03	0.02	0.410824	461.1	3.78	7.4	64.29
13239	2025-02-25 02:45:00	543.07	551.33	432.17	337.3	59.38	507.21	-4.83	987.42	0	0.35	0.64	0.55	0.16	0.03	0.01	0.410835	460.27	3.71	7.6	63.67
13240	2025-02-25 03:00:00	570.8	579.67	453.67	330.9	58.5	526.64	-4.9	987.5	0	0.28	0.55	0.55	0.16	0.03	0.01	0.410847	459.44	3.64	7.81	63.06
13241	2025-02-25 03:15:00	654.57	672.73	471.24	297.4	57.8	542.05	-4.87	987.74	0	0.34	0.5	0.55	0.16	0.03	0.01	0.410824	457.47	3.62	7.9	62.89
13242	2025-02-25 03:30:00	637.1	666	484.72	309.05	57.29	553.34	-4.84	987.97	0	0.41	0.45	0.55	0.16	0.03	0.01	0.410801	455.51	3.6	7.98	62.73
13243	2025-02-25 03:45:00	618.43	645.2	493.98	284.45	56.96	561	-4.81	988.21	0	0.47	0.39	0.55	0.16	0.03	0.01	0.410778	453.54	3.59	8.07	62.56
13244	2025-02-25 04:00:00	609.75	635.47	498.91	352.45	56.82	564.99	-4.78	988.44	0	0.53	0.34	0.55	0.16	0.03	0.01	0.410755	451.58	3.57	8.15	62.4
13245	2025-02-25 04:15:00	605.2	630.73	499.46	347.35	56.88	565.28	-4.45	988.44	0	0.64	0.41	0.55	0.16	0.03	0.02	0.41079	449.7	3.57	8.35	61.21
13246	2025-02-25 04:30:00	583.19	634.47	495.62	329.95	57.13	562.01	-4.13	988.44	0	0.76	0.48	0.55	0.16	0.03	0.03	0.410824	447.83	3.57	8.55	60.03
13247	2025-02-25 04:45:00	459.98	479.67	192.64	255.8	57.58	554.74	-3.81	988.43	0	0.87	0.54	0.55	0.16	0.03	0.04	0.410858	445.95	3.57	8.75	58.84
13248	2025-02-25 05:00:00	343.43	337.13	179.34	89.3	58.21	544.15	-3.48	988.43	0	0.98	0.61	0.55	0.16	0.03	0.05	0.410893	444.08	3.57	8.95	57.66
13249	2025-02-25 05:15:00	390.65	413	182.08	157.4	59.18	527.02	-3.51	988.67	0	0.83	0.66	0.55	0.16	0.03	0.05	0.411144	442.47	3.56	8.83	57.6
13250	2025-02-25 05:30:00	421.96	393.47	186.41	219.2	60	512.28	-3.54	988.91	0	0.67	0.71	0.55	0.16	0.03	0.06	0.411396	440.86	3.56	8.71	57.54
13251	2025-02-25 05:45:00	472.26	486.87	171.11	257.45	61.15	491.39	-3.56	989.15	0	0.51	0.76	0.55	0.16	0.03	0.06	0.411648	439.25	3.56	8.59	57.48
13252	2025-02-25 06:00:00	395.68	384.47	174.65	225.1	62.44	467.46	-3.59	989.39	0	0.36	0.81	0.55	0.16	0.03	0.06	0.4119	437.64	3.56	8.47	57.42
13253	2025-02-25 06:15:00	370.76	364.27	179.2	196.05	63.89	440.42	-3.57	989.67	0	0.3	0.78	0.55	0.16	0.03	0.06	0.412041	436.13	3.51	8.26	57.34
13254	2025-02-25 06:30:00	229.68	268.13	147.43	54.95	65.46	410.82	-3.56	989.95	0	0.24	0.75	0.55	0.16	0.03	0.05	0.412182	434.62	3.46	8.05	57.27
13255	2025-02-25 06:45:00	137.8	143.2	138.08	142.45	67.16	378.6	-3.54	990.23	0	0.18	0.72	0.55	0.16	0.03	0.04	0.412323	433.11	3.41	7.85	57.19
13256	2025-02-25 07:00:00	175.4	145.8	122.67	186	68.97	344.02	-3.52	990.5	0	0.12	0.69	0.55	0.16	0.03	0.03	0.412464	431.6	3.36	7.64	57.11
13257	2025-02-25 07:15:00	268.18	262.93	128.5	252.8	70.88	307.34	-3.73	990.7	0	0.1	0.66	0.55	0.16	0.03	0.03	0.412491	430.25	3.28	7.35	56.51
13258	2025-02-25 07:30:00	165.55	175.4	109.07	183.25	72.88	268.92	-3.94	990.89	0	0.08	0.64	0.55	0.16	0.03	0.03	0.412518	428.9	3.19	7.07	55.91
13259	2025-02-25 07:45:00	143.13	141.53	102.67	205.45	74.96	229.13	-4.14	991.08	0	0.06	0.61	0.55	0.16	0.03	0.02	0.412544	427.56	3.1	6.78	55.31
13260	2025-02-25 08:00:00	110.57	109.33	101.1	198	77.12	188.58	-4.35	991.27	0	0.05	0.58	0.55	0.16	0.03	0.02	0.412571	426.21	3.01	6.49	54.72
13261	2025-02-25 08:15:00	72.93	67.93	77.88	190.75	79.34	148	-5.67	991.11	0	0.05	0.64	0.55	0.16	0.03	0.03	0.412788	425.62	3.15	6.16	56.67
13262	2025-02-25 08:30:00	82.02	74.2	55.64	118.6	81.63	108.05	-6.99	990.94	0	0.04	0.69	0.55	0.16	0.03	0.04	0.413006	425.02	3.28	5.83	58.62
13263	2025-02-25 08:45:00	46.92	45.33	45.55	63.15	83.88	71.13	-8.31	990.78	0	0.04	0.74	0.55	0.16	0.03	0.04	0.413223	424.42	3.42	5.5	60.57
13264	2025-02-25 23:15:00	36.3	28.47	23.04	2.4	84.19	65.34	-9.63	990.62	0	0.04	0.8	0.56	0.16	0.03	0.05	0.413441	423.82	3.55	5.16	62.52
13265	2025-02-25 23:30:00	48.53	44.13	29.3	4.35	82.23	97.06	-10.95	990.45	0	0.04	0.85	0.56	0.16	0.03	0.06	0.413658	423.23	3.68	4.83	64.47
13266	2025-02-25 23:45:00	51.73	47.47	53.44	28.25	79.92	137.36	-12.27	990.29	0	0.04	0.91	0.56	0.16	0.03	0.07	0.413875	422.63	3.82	4.5	66.42
13267	2025-02-26 00:00:00	59.93	54.87	75.2	56.8	77.66	178.81	-13.59	990.12	0	0.04	0.96	0.56	0.16	0.03	0.08	0.414093	422.03	3.95	4.17	68.37
13268	2025-02-26 00:15:00	85.4	76.2	98.66	132.65	75.47	221.1	-13.59	989.98	0	0.06	0.92	0.56	0.16	0.03	0.07	0.414184	420.82	3.97	4.09	68.61
13269	2025-02-26 00:30:00	136.69	126.6	152.44	180.15	73.35	263.59	-13.59	989.84	0	0.09	0.88	0.56	0.16	0.03	0.05	0.414276	419.61	4	4	68.84
